source_index|h_power|x_power|y_power|expr
0|0|4|0|(-c)
1|0|2|5|(-6*A2_1*B2_0+6*A2_1*B2_6+6*A2_7*B2_0-6*A2_7*B2_6)
2|0|1|6|(6*A2_1*B2_0-6*A2_1*B2_6-6*A2_7*B2_0+7*A2_7*B2_6)
3|0|1|5|(6*b1*A2_1*B2_0-6*b1*A2_1*B2_6-6*b1*A2_7*B2_0+6*b1*A2_7*B2_6+5*b2*A2_2*B2_0-5*b2*A2_2*B2_6-b3*A2_2*B2_1+4*b3*A2_3*B2_0-4*b3*A2_3*B2_6-b4*A2_2*B2_2-2*b4*A2_3*B2_1+3*b4*A2_4*B2_0-3*b4*A2_4*B2_6-b5*A2_2*B2_3-2*b5*A2_3*B2_2-3*b5*A2_4*B2_1+2*b5*A2_5*B2_0-2*b5*A2_5*B2_6-b6*A2_2*B2_4-2*b6*A2_3*B2_3-3*b6*A2_4*B2_2-4*b6*A2_5*B2_1+b6*A2_6*B2_0-b6*A2_6*B2_6-b7*A2_2*B2_5-2*b7*A2_3*B2_4-3*b7*A2_4*B2_3-4*b7*A2_5*B2_2-5*b7*A2_6*B2_1+6*A2_0*B2_0-6*A2_0*B2_6-4*A3_1*B2_5-2*A3_2*B2_4+2*A3_4*B2_2+4*A3_5*B2_1)
4|0|1|4|(5*b2*A2_1*B2_0-5*b2*A2_1*B2_6-5*b2*A2_7*B2_0+5*b2*A2_7*B2_6-b3*A2_1*B2_1-2*b3*A2_2*B2_0+2*b3*A2_2*B2_6+b3*A2_7*B2_1-b4*A2_1*B2_2-2*b4*A2_2*B2_1-3*b4*A2_3*B2_0+3*b4*A2_3*B2_6+b4*A2_7*B2_2-b5*A2_1*B2_3-2*b5*A2_2*B2_2-3*b5*A2_3*B2_1-4*b5*A2_4*B2_0+4*b5*A2_4*B2_6+b5*A2_7*B2_3-b6*A2_1*B2_4-2*b6*A2_2*B2_3-3*b6*A2_3*B2_2-4*b6*A2_4*B2_1-5*b6*A2_5*B2_0+5*b6*A2_5*B2_6+b6*A2_7*B2_4-b7*A2_1*B2_5-2*b7*A2_2*B2_4-3*b7*A2_3*B2_3-4*b7*A2_4*B2_2-5*b7*A2_5*B2_1-6*b7*A2_6*B2_0+6*b7*A2_6*B2_6+b7*A2_7*B2_5-5*A3_0*B2_5-3*A3_1*B2_4-A3_2*B2_3+A3_3*B2_2+3*A3_4*B2_1+5*A3_5*B2_0-5*A3_5*B2_6+5*A3_6*B2_5)
5|0|1|3|(4*b3*A2_1*B2_0-4*b3*A2_1*B2_6-4*b3*A2_7*B2_0+4*b3*A2_7*B2_6-2*b4*A2_1*B2_1-3*b4*A2_2*B2_0+3*b4*A2_2*B2_6+2*b4*A2_7*B2_1-2*b5*A2_1*B2_2-3*b5*A2_2*B2_1-4*b5*A2_3*B2_0+4*b5*A2_3*B2_6+2*b5*A2_7*B2_2-2*b6*A2_1*B2_3-3*b6*A2_2*B2_2-4*b6*A2_3*B2_1-5*b6*A2_4*B2_0+5*b6*A2_4*B2_6+2*b6*A2_7*B2_3-2*b7*A2_1*B2_4-3*b7*A2_2*B2_3-4*b7*A2_3*B2_2-5*b7*A2_4*B2_1-6*b7*A2_5*B2_0+6*b7*A2_5*B2_6+2*b7*A2_7*B2_4-4*A3_0*B2_4-2*A3_1*B2_3+2*A3_3*B2_1+4*A3_4*B2_0-4*A3_4*B2_6+4*A3_6*B2_4)
6|0|1|2|(3*b4*A2_1*B2_0-3*b4*A2_1*B2_6-3*b4*A2_7*B2_0+3*b4*A2_7*B2_6-3*b5*A2_1*B2_1-4*b5*A2_2*B2_0+4*b5*A2_2*B2_6+3*b5*A2_7*B2_1-3*b6*A2_1*B2_2-4*b6*A2_2*B2_1-5*b6*A2_3*B2_0+5*b6*A2_3*B2_6+3*b6*A2_7*B2_2-3*b7*A2_1*B2_3-4*b7*A2_2*B2_2-5*b7*A2_3*B2_1-6*b7*A2_4*B2_0+6*b7*A2_4*B2_6+3*b7*A2_7*B2_3-3*A3_0*B2_3-A3_1*B2_2+A3_2*B2_1+3*A3_3*B2_0-3*A3_3*B2_6+3*A3_6*B2_3)
7|0|1|1|(2*b5*A2_1*B2_0-2*b5*A2_1*B2_6-2*b5*A2_7*B2_0+2*b5*A2_7*B2_6-4*b6*A2_1*B2_1-5*b6*A2_2*B2_0+5*b6*A2_2*B2_6+4*b6*A2_7*B2_1-4*b7*A2_1*B2_2-5*b7*A2_2*B2_1-6*b7*A2_3*B2_0+6*b7*A2_3*B2_6+4*b7*A2_7*B2_2-2*A3_0*B2_2+2*A3_2*B2_0-2*A3_2*B2_6+2*A3_6*B2_2)
8|0|1|0|(b6*A2_1*B2_0-b6*A2_1*B2_6-b6*A2_7*B2_0+b6*A2_7*B2_6-5*b7*A2_1*B2_1-6*b7*A2_2*B2_0+6*b7*A2_2*B2_6+5*b7*A2_7*B2_1-A3_0*B2_1+A3_1*B2_0-A3_1*B2_6+A3_6*B2_1)
9|0|0|6|(-b1*A2_1*B2_6-5*b2*A2_2*B2_0+5*b2*A2_2*B2_6+b3*A2_2*B2_1-4*b3*A2_3*B2_0+4*b3*A2_3*B2_6+b4*A2_2*B2_2+2*b4*A2_3*B2_1-3*b4*A2_4*B2_0+3*b4*A2_4*B2_6+b5*A2_2*B2_3+2*b5*A2_3*B2_2+3*b5*A2_4*B2_1-2*b5*A2_5*B2_0+2*b5*A2_5*B2_6+b6*A2_2*B2_4+2*b6*A2_3*B2_3+3*b6*A2_4*B2_2+4*b6*A2_5*B2_1-b6*A2_6*B2_0+b6*A2_6*B2_6+b7*A2_2*B2_5+2*b7*A2_3*B2_4+3*b7*A2_4*B2_3+4*b7*A2_5*B2_2+5*b7*A2_6*B2_1-6*A2_0*B2_0+7*A2_0*B2_6+4*A3_1*B2_5+2*A3_2*B2_4-2*A3_4*B2_2-4*A3_5*B2_1)
