source_index|h_power|x_power|y_power|expr
0|0|4|9|(10*s2*A3_1*B2_0-10*s2*A3_3*B2_0)
1|0|3|10|(-29*s2*A3_1*B2_0+33*s2*A3_3*B2_0-11*A3_1*B2_0+11*A3_3*B2_0)
2|0|3|9|(-4*b15*s2*A2_0*B2_0)
3|0|3|8|(4*b14*s2*A3_2*B2_0+4*b15^2*s2*A2_1*B2_0)
4|0|3|7|(4*b15*s2*A3_2*B2_0)
5|0|2|11|(27*s2*A3_1*B2_0-36*s2*A3_3*B2_0+33*A3_1*B2_0-36*A3_3*B2_0)
6|0|2|10|(11*b1*s2*A3_1*B2_0-11*b1*s2*A3_3*B2_0+9*b15*s2*A2_0*B2_0+3*b15*A2_0*B2_0)
7|0|2|9|(10*b2*s2*A3_1*B2_0-10*b2*s2*A3_3*B2_0-9*b14*s2*A3_2*B2_0-3*b14*A3_2*B2_0-9*b15^2*s2*A2_1*B2_0-3*b15^2*A2_1*B2_0)
8|0|2|8|(-9*b15*s2*A3_2*B2_0-3*b15*A3_2*B2_0)
9|0|1|12|(-7*s2*A3_1*B2_0+13*s2*A3_3*B2_0-33*A3_1*B2_0+39*A3_3*B2_0)
10|0|1|11|(-10*b1*s2*A3_1*B2_0+12*b1*s2*A3_3*B2_0-12*b1*A3_1*B2_0+12*b1*A3_3*B2_0-6*b15*s2*A2_0*B2_0-6*b15*A2_0*B2_0)
11|0|1|10|(-2*b1*b15*s2*A2_0*B2_0-9*b2*s2*A3_1*B2_0+11*b2*s2*A3_3*B2_0-11*b2*A3_1*B2_0+11*b2*A3_3*B2_0+6*b14*s2*A3_2*B2_0+6*b14*A3_2*B2_0+6*b15^2*s2*A2_1*B2_0+6*b15^2*A2_1*B2_0)
12|0|1|9|(2*b1*b14*s2*A3_2*B2_0+2*b1*b15^2*s2*A2_1*B2_0-2*b2*b15*s2*A2_0*B2_0-10*b3*s2*A3_1*B2_0+10*b3*s2*A3_3*B2_0+6*b15*s2*A3_2*B2_0+6*b15*A3_2*B2_0)
13|0|1|8|(2*b1*b15*s2*A3_2*B2_0+2*b2*b14*s2*A3_2*B2_0+2*b2*b15^2*s2*A2_1*B2_0)
14|0|1|7|(2*b2*b15*s2*A3_2*B2_0)
15|0|1|0|(-c)
16|0|0|13|(-s2*A3_1*B2_0+11*A3_1*B2_0-14*A3_3*B2_0)
17|0|0|12|(-b1*s2*A3_1*B2_0+12*b1*A3_1*B2_0-13*b1*A3_3*B2_0+b15*s2*A2_0*B2_0+3*b15*A2_0*B2_0)
18|0|0|11|(b1*b15*s2*A2_0*B2_0+b1*b15*A2_0*B2_0-b2*s2*A3_1*B2_0+11*b2*A3_1*B2_0-12*b2*A3_3*B2_0-b14*s2*A3_2*B2_0-3*b14*A3_2*B2_0-b15^2*s2*A2_1*B2_0-3*b15^2*A2_1*B2_0)
19|0|0|10|(-b1*b14*s2*A3_2*B2_0-b1*b14*A3_2*B2_0-b1*b15^2*s2*A2_1*B2_0-b1*b15^2*A2_1*B2_0+b2*b15*s2*A2_0*B2_0+b2*b15*A2_0*B2_0-b3*s2*A3_1*B2_0+11*b3*A3_1*B2_0-11*b3*A3_3*B2_0-b15*s2*A3_2*B2_0-3*b15*A3_2*B2_0)
20|0|0|9|(-b1*b15*s2*A3_2*B2_0-b1*b15*A3_2*B2_0-b2*b14*s2*A3_2*B2_0-b2*b14*A3_2*B2_0-b2*b15^2*s2*A2_1*B2_0-b2*b15^2*A2_1*B2_0+b3*b15*s2*A2_0*B2_0+10*b4*A3_1*B2_0-10*b4*A3_3*B2_0)
21|0|0|8|(-b2*b15*s2*A3_2*B2_0-b2*b15*A3_2*B2_0-b3*b14*s2*A3_2*B2_0-b3*b15^2*s2*A2_1*B2_0+9*b5*A3_1*B2_0-9*b5*A3_3*B2_0)
22|0|0|7|(-b3*b15*s2*A3_2*B2_0+8*b6*A3_1*B2_0-8*b6*A3_3*B2_0)
23|0|0|6|(7*b7*A3_1*B2_0-7*b7*A3_3*B2_0)
24|0|0|5|(6*b8*A3_1*B2_0-6*b8*A3_3*B2_0)
25|0|0|4|(5*b9*A3_1*B2_0-5*b9*A3_3*B2_0)
26|0|0|3|(4*b10*A3_1*B2_0-4*b10*A3_3*B2_0)
27|0|0|2|(3*b11*A3_1*B2_0-3*b11*A3_3*B2_0)
28|0|0|1|(2*b12*A3_1*B2_0-2*b12*A3_3*B2_0)
29|0|0|0|(b13*A3_1*B2_0-b13*A3_3*B2_0)
30|1|4|10|(22*s2*A3_1-22*s2*A3_3)
31|1|3|11|(-64*s2*A3_1+72*s2*A3_3-24*A3_1+24*A3_3)
32|1|3|9|(8*b14*s2*A3_2+8*b15*s2*A3_0+4*s2*A2_0*B2_0)
33|1|3|8|(-8*b15*s2*A2_1*B2_0+16*b15*s2*A3_2)
34|1|3|7|(-4*s2*A3_2*B2_0)
35|1|2|12|(60*s2*A3_1-78*s2*A3_3+72*A3_1-78*A3_3)
36|1|2|11|(24*b1*s2*A3_1-24*b1*s2*A3_3)
37|1|2|10|(22*b2*s2*A3_1-22*b2*s2*A3_3-18*b14*s2*A3_2-6*b14*A3_2-18*b15*s2*A3_0-6*b15*A3_0-9*s2*A2_0*B2_0-3*A2_0*B2_0)
38|1|2|9|(18*b15*s2*A2_1*B2_0-36*b15*s2*A3_2+6*b15*A2_1*B2_0-12*b15*A3_2)
39|1|2|8|(9*s2*A3_2*B2_0+3*A3_2*B2_0)
40|1|1|13|(-16*s2*A3_1+28*s2*A3_3-72*A3_1+84*A3_3)
41|1|1|12|(-22*b1*s2*A3_1+26*b1*s2*A3_3-26*b1*A3_1+26*b1*A3_3)
42|1|1|11|(-20*b2*s2*A3_1+24*b2*s2*A3_3-24*b2*A3_1+24*b2*A3_3+12*b14*s2*A3_2+12*b14*A3_2+12*b15*s2*A3_0+12*b15*A3_0+6*s2*A2_0*B2_0+6*A2_0*B2_0)
43|1|1|10|(4*b1*b14*s2*A3_2+4*b1*b15*s2*A3_0+2*b1*s2*A2_0*B2_0-22*b3*s2*A3_1+22*b3*s2*A3_3-12*b15*s2*A2_1*B2_0+24*b15*s2*A3_2-12*b15*A2_1*B2_0+24*b15*A3_2)
44|1|1|9|(-4*b1*b15*s2*A2_1*B2_0+8*b1*b15*s2*A3_2+4*b2*b14*s2*A3_2+4*b2*b15*s2*A3_0+2*b2*s2*A2_0*B2_0-6*s2*A3_2*B2_0-6*A3_2*B2_0)
45|1|1|8|(-2*b1*s2*A3_2*B2_0-4*b2*b15*s2*A2_1*B2_0+8*b2*b15*s2*A3_2)
46|1|1|7|(-2*b2*s2*A3_2*B2_0)
47|1|0|14|(-2*s2*A3_1+24*A3_1-30*A3_3)
48|1|0|13|(-2*b1*s2*A3_1+26*b1*A3_1-28*b1*A3_3)
49|1|0|12|(-2*b2*s2*A3_1+24*b2*A3_1-26*b2*A3_3-2*b14*s2*A3_2-6*b14*A3_2-2*b15*s2*A3_0-6*b15*A3_0-s2*A2_0*B2_0-3*A2_0*B2_0)
50|1|0|11|(-2*b1*b14*s2*A3_2-2*b1*b14*A3_2-2*b1*b15*s2*A3_0-2*b1*b15*A3_0-b1*s2*A2_0*B2_0-b1*A2_0*B2_0-2*b3*s2*A3_1+24*b3*A3_1-24*b3*A3_3+2*b15*s2*A2_1*B2_0-4*b15*s2*A3_2+6*b15*A2_1*B2_0-12*b15*A3_2)
51|1|0|10|(2*b1*b15*s2*A2_1*B2_0-4*b1*b15*s2*A3_2+2*b1*b15*A2_1*B2_0-4*b1*b15*A3_2-2*b2*b14*s2*A3_2-2*b2*b14*A3_2-2*b2*b15*s2*A3_0-2*b2*b15*A3_0-b2*s2*A2_0*B2_0-b2*A2_0*B2_0+22*b4*A3_1-22*b4*A3_3+s2*A3_2*B2_0+3*A3_2*B2_0)
52|1|0|9|(b1*s2*A3_2*B2_0+b1*A3_2*B2_0+2*b2*b15*s2*A2_1*B2_0-4*b2*b15*s2*A3_2+2*b2*b15*A2_1*B2_0-4*b2*b15*A3_2-2*b3*b14*s2*A3_2-2*b3*b15*s2*A3_0-b3*s2*A2_0*B2_0+20*b5*A3_1-20*b5*A3_3)
53|1|0|8|(b2*s2*A3_2*B2_0+b2*A3_2*B2_0+2*b3*b15*s2*A2_1*B2_0-4*b3*b15*s2*A3_2+18*b6*A3_1-18*b6*A3_3)
54|1|0|7|(b3*s2*A3_2*B2_0+16*b7*A3_1-16*b7*A3_3)
55|1|0|6|(14*b8*A3_1-14*b8*A3_3)
56|1|0|5|(12*b9*A3_1-12*b9*A3_3)
57|1|0|4|(10*b10*A3_1-10*b10*A3_3)
58|1|0|3|(8*b11*A3_1-8*b11*A3_3)
59|1|0|2|(6*b12*A3_1-6*b12*A3_3)
60|1|0|1|(4*b13*A3_1-4*b13*A3_3)
61|1|0|0|(2*b14*A3_1-2*b14*A3_3)
62|2|3|9|(8*b15*s2*A2_1-12*b15*s2*B2_0-8*s2*A3_0)
63|2|3|8|(4*s2*A2_1*B2_0-16*s2*A3_2)
64|2|2|10|(-18*b15*s2*A2_1+27*b15*s2*B2_0-6*b15*A2_1+9*b15*B2_0+18*s2*A3_0+6*A3_0)
65|2|2|9|(-9*s2*A2_1*B2_0+36*s2*A3_2-3*A2_1*B2_0+12*A3_2)
66|2|1|11|(12*b15*s2*A2_1-18*b15*s2*B2_0+12*b15*A2_1-18*b15*B2_0-12*s2*A3_0-12*A3_0)
67|2|1|10|(4*b1*b15*s2*A2_1-6*b1*b15*s2*B2_0-4*b1*s2*A3_0+6*s2*A2_1*B2_0-24*s2*A3_2+6*A2_1*B2_0-24*A3_2)
68|2|1|9|(2*b1*s2*A2_1*B2_0-8*b1*s2*A3_2+4*b2*b15*s2*A2_1-6*b2*b15*s2*B2_0-4*b2*s2*A3_0)
69|2|1|8|(2*b2*s2*A2_1*B2_0-8*b2*s2*A3_2)
70|2|0|12|(-2*b15*s2*A2_1+3*b15*s2*B2_0-6*b15*A2_1+9*b15*B2_0+2*s2*A3_0+6*A3_0)
71|2|0|11|(-2*b1*b15*s2*A2_1+3*b1*b15*s2*B2_0-2*b1*b15*A2_1+3*b1*b15*B2_0+2*b1*s2*A3_0+2*b1*A3_0-s2*A2_1*B2_0+4*s2*A3_2-3*A2_1*B2_0+12*A3_2)
72|2|0|10|(-b1*s2*A2_1*B2_0+4*b1*s2*A3_2-b1*A2_1*B2_0+4*b1*A3_2-2*b2*b15*s2*A2_1+3*b2*b15*s2*B2_0-2*b2*b15*A2_1+3*b2*b15*B2_0+2*b2*s2*A3_0+2*b2*A3_0)
73|2|0|9|(-b2*s2*A2_1*B2_0+4*b2*s2*A3_2-b2*A2_1*B2_0+4*b2*A3_2-2*b3*b15*s2*A2_1+3*b3*b15*s2*B2_0+2*b3*s2*A3_0)
74|2|0|8|(-b3*s2*A2_1*B2_0+4*b3*s2*A3_2)
75|3|3|9|(-8*s2*A2_1+12*s2*B2_0)
76|3|2|10|(18*s2*A2_1-27*s2*B2_0+6*A2_1-9*B2_0)
77|3|1|11|(-12*s2*A2_1+18*s2*B2_0-12*A2_1+18*B2_0)
78|3|1|10|(-4*b1*s2*A2_1+6*b1*s2*B2_0)
79|3|1|9|(-4*b2*s2*A2_1+6*b2*s2*B2_0)
80|3|0|12|(2*s2*A2_1-3*s2*B2_0+6*A2_1-9*B2_0)
81|3|0|11|(2*b1*s2*A2_1-3*b1*s2*B2_0+2*b1*A2_1-3*b1*B2_0)
82|3|0|10|(2*b2*s2*A2_1-3*b2*s2*B2_0+2*b2*A2_1-3*b2*B2_0)
83|3|0|9|(2*b3*s2*A2_1-3*b3*s2*B2_0)
