source_index|h_power|x_power|y_power|expr
0|0|1|2|2*b4*a7_1*b4_1-b3*a7_2*b4_1+b3*a7_3*b4_1-b4*a6_2*b5_0-2*b4*a6_1*b5_1-b3*a6_2*b5_1-3*a7_2*b4_0+3*a7_3*b4_0-a7_1*b5_0+a7_0*b5_1
1|0|1|1|3*b4*a7_2*b4_1-3*b4*a7_3*b4_1-2*b4*a6_2*b5_1-2*a7_2*b5_0+2*a7_3*b5_0
2|0|1|0|-a7_2*b5_1+a7_3*b5_1-c
3|0|0|3|-2*b4*a7_1*b4_1+b3*a7_2*b4_1-b3*a7_3*b4_1+b4*a6_2*b5_0+2*b4*a6_1*b5_1+b3*a6_2*b5_1+3*a7_2*b4_0-4*a7_3*b4_0+a7_1*b5_0-a7_0*b5_1
4|0|0|2|-2*b1*b4*a7_1*b4_1+b1*b3*a7_2*b4_1-b1*b3*a7_3*b4_1+b1*b4*a6_2*b5_0+2*b1*b4*a6_1*b5_1+b1*b3*a6_2*b5_1+3*b1*a7_2*b4_0-3*b1*a7_3*b4_0-3*b4*a7_2*b4_1+4*b4*a7_3*b4_1+b1*a7_1*b5_0+2*b4*a6_2*b5_1-b1*a7_0*b5_1+2*a7_2*b5_0-3*a7_3*b5_0
5|0|0|1|-2*b2*b4*a7_1*b4_1+b2*b3*a7_2*b4_1-3*b1*b4*a7_2*b4_1-b2*b3*a7_3*b4_1+3*b1*b4*a7_3*b4_1+b2*b4*a6_2*b5_0+2*b2*b4*a6_1*b5_1+b2*b3*a6_2*b5_1+2*b1*b4*a6_2*b5_1-b4*a7_0*b4_0-b3*a7_1*b4_0+2*b2*a7_2*b4_0-2*b2*a7_3*b4_0+b4*a6_0*b5_0+b2*a7_1*b5_0+2*b1*a7_2*b5_0-2*b1*a7_3*b5_0+b3*a6_0*b5_1-b2*a7_0*b5_1+a7_2*b5_1-2*a7_3*b5_1
6|0|0|0|b4^2*a7_0*b4_1-b3*b4*a7_1*b4_1+b3^2*a7_2*b4_1-2*b2*b4*a7_2*b4_1-b3^2*a7_3*b4_1+2*b2*b4*a7_3*b4_1-b4^2*a6_1*b5_0+b3*b4*a6_1*b5_1+2*b2*b4*a6_2*b5_1-2*b4*a7_1*b4_0+b3*a7_2*b4_0-b3*a7_3*b4_0+b2*a7_2*b5_0-b2*a7_3*b5_0+2*b4*a6_0*b5_1+b1*a7_2*b5_1-b1*a7_3*b5_1
7|1|1|2|4*b4*a7_1*b3_1-2*b3*a7_2*b3_1+2*b3*a7_3*b3_1+b4*a6_2*b4_1-2*b4*a5_2*b5_0-4*b4*a5_1*b5_1-2*b3*a5_2*b5_1-6*a7_2*b3_0+6*a7_3*b3_0-3*a7_1*b4_1+3*a6_1*b5_1
8|1|1|1|6*b4*a7_2*b3_1-6*b4*a7_3*b3_1-4*b4*a5_2*b5_1-5*a7_2*b4_1+5*a7_3*b4_1+2*a6_2*b5_1
9|1|0|3|-4*b4*a7_1*b3_1+2*b3*a7_2*b3_1-2*b3*a7_3*b3_1-b4*a6_2*b4_1+2*b4*a5_2*b5_0+4*b4*a5_1*b5_1+2*b3*a5_2*b5_1+6*a7_2*b3_0-8*a7_3*b3_0+3*a7_1*b4_1-3*a6_1*b5_1
10|1|0|2|-4*b1*b4*a7_1*b3_1+2*b1*b3*a7_2*b3_1-2*b1*b3*a7_3*b3_1-b1*b4*a6_2*b4_1+2*b1*b4*a5_2*b5_0+4*b1*b4*a5_1*b5_1+2*b1*b3*a5_2*b5_1+6*b1*a7_2*b3_0-6*b1*a7_3*b3_0-6*b4*a7_2*b3_1+8*b4*a7_3*b3_1+3*b1*a7_1*b4_1+4*b4*a5_2*b5_1-3*b1*a6_1*b5_1+5*a7_2*b4_1-7*a7_3*b4_1-2*a6_2*b5_1
11|1|0|1|-4*b2*b4*a7_1*b3_1+2*b2*b3*a7_2*b3_1-6*b1*b4*a7_2*b3_1-2*b2*b3*a7_3*b3_1+6*b1*b4*a7_3*b3_1-b2*b4*a6_2*b4_1+2*b2*b4*a5_2*b5_0+4*b2*b4*a5_1*b5_1+2*b2*b3*a5_2*b5_1+4*b1*b4*a5_2*b5_1-2*b4*a7_0*b3_0-2*b3*a7_1*b3_0+4*b2*a7_2*b3_0-4*b2*a7_3*b3_0-b4*a6_1*b4_0-b3*a6_2*b4_0+b4*a6_0*b4_1+3*b2*a7_1*b4_1+5*b1*a7_2*b4_1-5*b1*a7_3*b4_1+2*b4*a5_0*b5_0+2*b3*a5_0*b5_1-3*b2*a6_1*b5_1-2*b1*a6_2*b5_1+a7_0*b4_0-a6_0*b5_0
12|1|0|0|2*b4^2*a7_0*b3_1-2*b3*b4*a7_1*b3_1+2*b3^2*a7_2*b3_1-4*b2*b4*a7_2*b3_1-2*b3^2*a7_3*b3_1+4*b2*b4*a7_3*b3_1-b3*b4*a6_2*b4_1-2*b4^2*a5_1*b5_0+2*b3*b4*a5_1*b5_1+4*b2*b4*a5_2*b5_1-4*b4*a7_1*b3_0+2*b3*a7_2*b3_0-2*b3*a7_3*b3_0-2*b4*a6_2*b4_0-2*b4*a7_0*b4_1+b3*a7_1*b4_1+3*b2*a7_2*b4_1-3*b2*a7_3*b4_1+2*b4*a6_1*b5_0+4*b4*a5_0*b5_1-b3*a6_1*b5_1-2*b2*a6_2*b5_1+2*a7_1*b4_0-2*a6_0*b5_1
13|2|1|2|3*b4*a6_2*b3_1-6*b4*a4_1*b5_1-9*a7_2*b2_0+9*a7_3*b2_0-5*a7_1*b3_1-2*a6_2*b4_1+a5_2*b5_0+5*a5_1*b5_1
14|2|1|1|-8*a7_2*b3_1+8*a7_3*b3_1+4*a5_2*b5_1
15|2|0|3|-3*b4*a6_2*b3_1+6*b4*a4_1*b5_1+9*a7_2*b2_0-12*a7_3*b2_0+5*a7_1*b3_1+2*a6_2*b4_1-a5_2*b5_0-5*a5_1*b5_1
16|2|0|2|-3*b1*b4*a6_2*b3_1+6*b1*b4*a4_1*b5_1+9*b1*a7_2*b2_0-9*b1*a7_3*b2_0+5*b1*a7_1*b3_1+2*b1*a6_2*b4_1-b1*a5_2*b5_0-5*b1*a5_1*b5_1+8*a7_2*b3_1-11*a7_3*b3_1-4*a5_2*b5_1
17|2|0|1|-3*b2*b4*a6_2*b3_1+6*b2*b4*a4_1*b5_1-3*b4*a7_0*b2_0-3*b3*a7_1*b2_0+6*b2*a7_2*b2_0-6*b2*a7_3*b2_0-2*b4*a6_1*b3_0-2*b3*a6_2*b3_0+b4*a6_0*b3_1+5*b2*a7_1*b3_1+8*b1*a7_2*b3_1-8*b1*a7_3*b3_1-b4*a5_1*b4_0-b3*a5_2*b4_0+2*b4*a5_0*b4_1+2*b2*a6_2*b4_1+3*b4*a4_0*b5_0-b2*a5_2*b5_0+3*b3*a4_0*b5_1-5*b2*a5_1*b5_1-4*b1*a5_2*b5_1+2*a7_0*b3_0+a6_1*b4_0-a6_0*b4_1-2*a5_0*b5_0
18|2|0|0|b4^2*a6_1*b3_1-2*b3*b4*a6_2*b3_1-b4^2*a5_1*b4_1-b3*b4*a5_2*b4_1-3*b4^2*a4_1*b5_0+3*b3*b4*a4_1*b5_1-6*b4*a7_1*b2_0+3*b3*a7_2*b2_0-3*b3*a7_3*b2_0-4*b4*a6_2*b3_0-4*b4*a7_0*b3_1+2*b3*a7_1*b3_1+5*b2*a7_2*b3_1-5*b2*a7_3*b3_1-2*b4*a5_2*b4_0+b3*a6_2*b4_1+4*b4*a5_1*b5_0+6*b4*a4_0*b5_1-2*b3*a5_1*b5_1-4*b2*a5_2*b5_1+4*a7_1*b3_0+2*a6_2*b4_0+a7_0*b4_1-a6_1*b5_0-4*a5_0*b5_1
19|3|1|2|2*b4*a5_2*b3_1-8*b4*a3_1*b5_1-4*a6_2*b3_1-a5_2*b4_1+7*a4_1*b5_1
20|3|0|3|-2*b4*a5_2*b3_1+8*b4*a3_1*b5_1+4*a6_2*b3_1+a5_2*b4_1-7*a4_1*b5_1
21|3|0|2|-2*b1*b4*a5_2*b3_1+8*b1*b4*a3_1*b5_1+4*b1*a6_2*b3_1+b1*a5_2*b4_1-7*b1*a4_1*b5_1
22|3|0|1|-2*b2*b4*a5_2*b3_1+8*b2*b4*a3_1*b5_1-3*b4*a6_1*b2_0-3*b3*a6_2*b2_0-2*b4*a5_1*b3_0-2*b3*a5_2*b3_0+2*b4*a5_0*b3_1+4*b2*a6_2*b3_1-b4*a4_1*b4_0+3*b4*a4_0*b4_1+b2*a5_2*b4_1+4*b4*a3_0*b5_0+4*b3*a3_0*b5_1-7*b2*a4_1*b5_1+3*a7_0*b2_0+2*a6_1*b3_0-a6_0*b3_1+a5_1*b4_0-2*a5_0*b4_1-3*a4_0*b5_0
23|3|0|0|-2*b3*b4*a5_2*b3_1-2*b4^2*a4_1*b4_1-4*b4^2*a3_1*b5_0+4*b3*b4*a3_1*b5_1-6*b4*a6_2*b2_0-4*b4*a5_2*b3_0-2*b4*a6_1*b3_1+2*b3*a6_2*b3_1+2*b4*a5_1*b4_1+b3*a5_2*b4_1+6*b4*a4_1*b5_0+8*b4*a3_0*b5_1-3*b3*a4_1*b5_1+6*a7_1*b2_0+4*a6_2*b3_0+2*a7_0*b3_1+2*a5_2*b4_0-2*a5_1*b5_0-6*a4_0*b5_1
24|4|1|2|-3*a5_2*b3_1+9*a3_1*b5_1-15*a7_2+15*a7_3
25|4|0|3|3*a5_2*b3_1-9*a3_1*b5_1+15*a7_2-20*a7_3
26|4|0|2|3*b1*a5_2*b3_1-9*b1*a3_1*b5_1+15*b1*a7_2-15*b1*a7_3
