ROW|0|0|1|0
ROW|1|1|1|0
ROW|2|2|1|0
ROW|3|2|2|0
ROW|4|2|3|0
ROW|5|2|4|0
ROW|6|3|4|0
ROW|7|3|4|0
ROW|8|3|4|0
ROW|9|3|4|0
ROW|10|3|4|0
ROW|11|3|5|0
ROW|12|3|5|0
ROW|13|3|6|0
ROW|14|3|7|0
ROW|15|3|8|0
ROW|16|3|8|0
ROW|17|3|8|0
ROW|18|3|8|0
ROW|19|3|8|0
ROW|20|3|8|0
ROW|21|3|8|0
ROW|22|3|8|0
ROW|23|3|8|0
ROW|24|4|8|0
ROW|25|4|8|0
ROW|26|5|8|0
ROW|27|5|9|0
ROW|28|5|10|0
ROW|29|5|11|0
ROW|30|6|11|0
ROW|31|6|12|0
ROW|32|6|13|0
ROW|33|6|14|0
ROW|34|6|15|0
ROW|35|6|16|0
ROW|36|7|16|0
ROW|37|7|17|0
ROW|38|7|18|0
ROW|39|7|19|0
ROW|40|8|19|0
ROW|41|8|20|0
ROW|42|8|21|0
ROW|43|8|22|0
ROW|44|8|23|0
ROW|45|8|24|0
ROW|46|8|25|0
ROW|47|8|26|0
ROW|48|8|27|0
ROW|49|8|28|0
ROW|50|8|29|0
ROW|51|8|30|0
ROW|52|8|31|0
ROW|53|9|31|0
ROW|54|9|32|0
ROW|55|9|33|0
ROW|56|9|34|0
ROW|57|9|35|0
ROW|58|10|35|0
ROW|59|10|36|0
ROW|60|10|37|0
ROW|61|10|38|0
ROW|62|11|38|0
ROW|63|11|39|0
ROW|64|11|40|0
ROW|65|11|41|0
ROW|66|11|42|0
ROW|67|11|43|0
ROW|68|12|43|0
ROW|69|12|44|0
ROW|70|12|45|0
ROW|71|12|46|0
ROW|72|12|47|0
ROW|73|12|48|0
ROW|74|12|49|0
ROW|75|12|50|0
ROW|76|12|51|0
ROW|77|13|51|0
ROW|78|13|52|0
ROW|79|13|53|0
ROW|80|13|54|0
ROW|81|14|54|0
ROW|82|15|54|0
ROW|83|16|54|0
ROW|84|16|55|0
ROW|85|16|56|0
ROW|86|17|56|0
ROW|87|17|57|0
ROW|88|17|58|0
ROW|89|18|58|0
ROW|90|19|58|0
ROW|91|20|58|0
ROW|92|21|58|0
ROW|93|22|58|1
ROW|94|22|59|1
ROW|95|23|59|1
ROW|96|24|59|1
ROW|97|24|60|1
ROW|98|25|60|1
ROW|99|25|61|1
ROW|100|25|62|1
ROW|101|25|63|1
ROW|102|25|64|1
ROW|103|26|64|1
ROW|104|26|65|1
ROW|105|26|66|1
ROW|106|26|67|1
ROW|107|26|68|1
ROW|108|27|68|1
ROW|109|27|69|1
ROW|110|28|69|2
ROW|111|28|70|2
ROW|112|28|71|2
ROW|113|28|72|2
ROW|114|28|73|2
ROW|115|29|73|2
ROW|116|29|74|2
ROW|117|29|75|2
ROW|118|30|75|3
ROW|119|30|76|3
ROW|120|30|77|3
ROW|121|30|78|3
ROW|122|30|79|3
ROW|123|30|80|3
ROW|124|30|81|3
ROW|125|30|82|3
ROW|126|30|83|3
ROW|127|31|83|4
ROW|128|32|83|5
ROW|129|32|84|5
ROW|130|32|85|5
ROW|131|32|86|5
ROW|132|32|87|5
ROW|133|32|88|5
ROW|134|33|88|8
ROW|135|33|89|8
ROW|136|33|90|8
ROW|137|33|91|8
ROW|138|33|92|8
ROW|139|34|92|12
ROW|140|34|93|12
ROW|141|35|93|16
ROW|142|35|94|17
ROW|143|35|95|17
ROW|144|35|96|17
ROW|145|36|96|22
ROW|146|37|96|29

halt 1
