NB=88
7307,-1796,6411,15425,-11571,12082,-7990,-6253,7649,-14572,-14655,-5907,3505,-884,5754,5598,860,15437,11122,-6485,-8286,9641,1836,-9559,4273,-145,-13267,-13934,1539,-7113,13574,5813,-1912,-7152,2557,-3165,-6185,-10527,1629,6616,7557,4635,9374,968,-15094,-3947,0,0,-13025,569,9815,7698,-3556,-9376,0,0,0,-13009,-4640,1772,-15620,-668,0,0,0,0,0,-7153,-8516,15944,11560,0,0,0,0,0,0,-7765,-7224,1855,0,0,0,0,0,0,0,0,
12369,-7180,13742,2514,-5014,-3786,-3977,-13063,12036,-12695,-12137,11249,15023,15491,7832,-7899,11090,-1928,-7250,13144,-9165,9684,-1758,7493,-5364,15835,10924,11252,1853,138,533,1345,-6585,-12773,-7663,-8044,2244,-14480,4249,-8140,4366,12411,15242,9290,4904,-11940,-8831,0,-1191,-5404,-9879,11785,-3814,418,3261,0,0,15672,-12094,-8400,2065,0,9647,0,0,0,0,-13066,-1510,7265,-10146,11420,0,0,0,0,0,-5213,-7704,10037,-7754,0,0,0,0,0,0,0,
51,-8398,-15622,1430,-15990,15501,-6276,10732,12125,-13280,-15779,7690,-13614,11778,10000,-8370,-9353,3554,13054,-15169,-15369,-2917,-8038,4577,-12281,15312,-14503,-5858,-76,11009,15206,11448,-5864,-12619,13175,-864,-12020,-11351,6757,10910,10450,11529,14001,937,9076,11424,-13162,-10199,-2716,13611,-8164,-8569,7565,15703,15488,0,0,13071,-9758,-15602,7145,-1320,12835,3261,0,0,0,-2939,8276,5567,8434,3685,0,0,0,0,0,5446,670,283,-8618,11420,0,0,0,0,0,0,
1553,5610,-14558,11796,9672,-9237,11384,-8621,-1473,11567,-8967,-1985,2551,4428,-4021,7649,1142,-7199,-10180,15507,-70,11325,4245,1947,12867,1199,-7356,12706,-15538,-14413,113,12525,-991,-11815,11410,-10858,-9165,7677,-2142,-4141,-12105,-1085,-15077,-12427,-13599,-7118,-9951,2968,-2887,-9018,-14418,6994,3367,4722,5402,15996,-14224,-1254,-7541,119,-9780,13301,-9906,4482,2066,0,0,-5073,4067,10771,7193,13882,-12768,14100,0,0,0,-14058,3844,-5910,15066,-1502,-13995,0,0,0,0,0,
-8014,7229,-4024,3227,842,14970,13495,10723,-7983,14876,14701,5673,-8622,6208,-13253,-1649,4753,3931,-13926,-10533,-9783,15911,15249,5224,-7008,-3285,14230,-10404,-12502,10452,-3746,-847,1159,613,15313,-3275,3441,-6284,8150,-219,13257,8780,-8942,10661,-3841,-13448,7324,1210,12440,5597,-4228,-3775,1988,2230,-13649,-10668,0,9449,-9934,10177,-2360,-10661,10587,-15745,0,0,0,9477,-4352,-11255,-10727,7601,-15378,0,0,0,0,-10953,13948,-10251,3327,8285,0,0,0,0,0,0,
-13543,-6510,-10519,-10089,12427,-12186,7246,1851,-8442,4875,14103,3324,-1133,-8234,12487,4395,11942,10253,6548,12057,5688,10172,8497,4315,8925,-6589,-9593,-13279,-8222,-9905,-15653,-766,-10777,13617,13127,10180,-10470,13851,-6811,-8340,-3504,8756,11055,-5475,2694,-11842,-9737,-644,-5335,9529,3714,976,-7677,-9809,-10235,-15768,9182,-15623,456,10571,-13323,10639,-3631,10200,11345,0,0,-11906,13365,14057,10171,14833,5370,-522,0,0,0,2420,6044,-7199,-4384,-3608,5495,0,0,0,0,0,
-12237,219,11529,5050,5328,12950,1323,3818,9609,-11422,-10750,-14739,-5475,6016,-15694,6940,-14534,1707,-4607,15388,-3921,-4063,-9772,-6971,1136,3144,520,-10868,-13965,-503,-5175,-8435,1795,-10126,9927,-9392,-14213,-7857,8420,-12038,12783,10529,-12574,-12181,-11826,1660,14833,15311,-4664,1943,13939,-11179,-9285,-5773,-12240,-12808,-1090,-14536,-11369,-697,-11203,12459,9187,-6543,-9151,14679,0,5237,-7625,-13874,-12230,3655,1329,-4139,12496,0,0,-11561,11970,8480,11874,-4424,-6259,956,0,0,0,0,
-11229,-13155,6007,-1053,5483,11407,-172,-9946,9553,-13146,7036,-11909,11562,5156,13895,3752,-2368,-2070,-13634,-1926,1393,-10542,10854,-10521,15473,1758,-10227,-5417,-9095,-1951,-4575,-9810,-14893,-7900,4895,-15452,8354,-11283,-14716,5425,3873,-8366,-1008,-6853,10406,-1554,-8466,4116,6685,-2933,4368,14504,10516,-4167,-5816,-14163,-10437,14108,3345,-4480,-5933,4813,708,-13888,-3320,0,0,10422,-12789,-10832,10164,-7825,13340,15453,0,0,0,12624,-7057,-9676,-185,6561,-6149,0,0,0,0,0,
-2718,-13286,-10798,15327,1091,15584,9954,-3224,5462,14880,9607,-10394,-5412,-7157,-6875,5377,-3239,15858,-6976,805,-11563,-4639,-6603,-14943,13914,-3608,-8824,5262,-14022,13500,15644,-3007,15360,-15914,5178,9452,-15547,12116,945,-5289,2260,-12193,-15710,-4495,-10877,11003,13113,-15236,5615,-12890,-9852,-6429,10282,-4980,5850,2062,11577,-1041,5203,-8841,2881,14236,9434,13682,13214,-10668,0,3259,2978,-4028,15177,4392,-7326,8088,0,0,0,-1037,14982,-2046,4969,-12857,-2295,-15378,0,0,0,0,
-6438,9913,2560,11588,9351,-2506,-5504,-7425,-8330,11703,8769,3778,2424,-4698,8922,6049,2038,6869,-10367,7413,14919,15941,13564,-13999,-3395,-8745,15328,6897,14267,2650,-1429,5155,-1772,-15393,-15513,-4830,13008,-9144,-13988,7740,-14608,-13209,11170,2880,-13760,-9238,11343,6896,2693,3519,9059,1203,-8410,4887,13544,14481,-8360,9366,1898,-7486,-3652,2862,8948,4421,-13622,-4589,-3478,-15125,465,-11524,-11906,-8207,10790,10339,12528,0,0,-12253,-12230,15270,-751,-14352,1784,-468,12496,0,0,0,
-5065,6320,-4801,5605,8425,-12053,-14151,8212,-6763,13009,5505,-10800,4293,3870,-14810,6496,13546,1736,-15076,7655,2207,1206,10613,9526,4284,5887,5218,-5051,-9502,-9596,10249,-12561,684,8465,-10197,13787,3727,-8375,7050,-13158,14797,14949,6950,11152,9009,-12060,-6255,-10094,-2193,-14935,12482,-4,4837,9817,15713,13846,8422,9438,11020,14335,-15468,2156,-4655,-4465,-12141,-13408,-11810,-15355,-1765,-185,15809,13813,90,-882,13578,-11987,7542,-13753,-10719,-3414,4771,12325,14331,-12031,6563,-7769,0,0,
3638,1588,-5105,11486,9583,14365,-9344,-8149,2507,13808,14308,6071,-14096,14909,4895,133,3069,-7973,-5549,6307,15045,-1281,445,2506,-2828,2073,14122,-12675,10324,14214,-12348,12110,-10634,-11401,8980,12995,12170,-2940,10066,-3458,-6942,15868,-5706,11615,-1110,11458,7897,-879,11846,9694,-10250,-15286,-2674,-11159,13107,-4578,4199,-783,-6492,-7513,4631,-6814,10328,-9093,4014,2950,0,1451,1558,-12466,11101,-10481,8458,5908,3545,0,0,-9525,-13553,-3784,-1403,13055,3118,13007,0,0,0,0,
-1346,6843,5444,6146,371,15136,4688,-5019,1362,-6953,-6041,240,-4689,5992,7228,2275,14726,-668,1909,2096,276,-14380,-10529,1812,387,7086,-681,-11542,-1670,6254,-2045,-11108,8895,2842,3710,-1480,-8081,-434,6534,-5649,-3351,-4942,-4944,-15345,-4919,-7871,-1084,3701,8850,11407,4787,9600,-8256,-10821,14612,-8195,1562,14617,-11585,-426,14601,6367,-10002,6296,4395,-7350,-11167,-12584,-4202,-1407,8689,-4938,-37,13156,-13784,-4408,0,8036,10857,-8195,-9259,-12548,10478,14548,5701,0,0,0,
-15511,15029,467,-6691,-11244,4984,13060,-1111,14657,15909,12322,14532,-15368,-4911,8119,-8457,12764,4958,-13244,-12071,-12123,3057,1389,-113,1184,-8222,-4407,8756,-15713,12558,10194,-12337,7745,-12526,-11511,-14913,-15016,-15518,7946,3743,80,10030,95,-10446,9137,9935,2126,13441,-13784,2959,2098,13179,2809,-8523,-4056,14430,4249,-5567,14431,-11238,-1827,5175,3652,3825,-2718,10258,-14441,-5983,-5552,-5112,11772,-15184,-124,-8267,918,-12216,9983,5954,13679,10128,-8109,11116,12631,3353,-9149,15153,0,0,
359,3115,7414,-5279,-8370,2380,936,4853,-1208,2252,-11120,-15550,-11555,14034,-1788,-7756,10826,-6586,12034,-11413,7936,-2147,-8159,-10999,270,-8339,-3174,13872,-14435,-15784,-10977,6316,-10119,-13445,-6084,-5728,-382,9971,13653,-6876,870,-3407,4108,-15290,-12509,5767,10907,14776,-11328,-715,327,11459,9465,-6485,-2463,15571,10418,13911,12097,-6649,73,12434,8151,3689,12084,10044,-5599,9552,-15631,1970,-8366,-176,-13410,9415,-7109,-14381,12835,-9005,7907,5376,-3081,-7985,3157,-3115,7612,-1567,-1720,0,
