basis|free_col|residual_row|normal_form
1|fixture
2|fixture
3|fixture
4|fixture
5|fixture
6|fixture
7|fixture
8|fixture
9|fixture
10|fixture
11|fixture
12|fixture
13|fixture
14|fixture
15|fixture
16|fixture
17|fixture
18|fixture
19|fixture
20|fixture
21|fixture
22|fixture
23|fixture
24|fixture
25|fixture
26|fixture
27|fixture
28|fixture
29|fixture
30|fixture
31|fixture
32|fixture
33|fixture
34|fixture
35|fixture
36|fixture
37|fixture
38|fixture
39|fixture
40|fixture
41|fixture
42|fixture
43|fixture
44|fixture
