step|source_row|source_col|pivot
1|fixture
2|fixture
3|fixture
4|fixture
5|fixture
6|fixture
7|fixture
8|fixture
9|fixture
10|fixture
11|fixture
12|fixture
13|fixture
14|fixture
15|fixture
16|fixture
17|fixture
18|fixture
19|fixture
20|fixture
21|fixture
22|fixture
23|fixture
24|fixture
25|fixture
26|fixture
27|fixture
28|fixture
29|fixture
30|fixture
31|fixture
32|fixture
33|fixture
34|fixture
35|fixture
36|fixture
37|fixture
38|fixture
39|fixture
40|fixture
41|fixture
42|fixture
43|fixture
44|fixture
45|fixture
46|fixture
47|fixture
48|fixture
49|fixture
50|fixture
51|fixture
52|fixture
53|fixture
54|fixture
55|fixture
56|fixture
57|fixture
58|fixture
59|fixture
60|fixture
61|fixture
62|fixture
63|fixture
64|fixture
65|fixture
66|fixture
67|fixture
68|fixture
69|fixture
70|fixture
71|fixture
72|fixture
73|fixture
74|fixture
75|fixture
76|fixture
77|fixture
78|fixture
79|fixture
80|fixture
81|fixture
82|fixture
83|fixture
84|fixture
85|fixture
86|fixture
87|fixture
88|fixture
89|fixture
90|fixture
91|fixture
92|fixture
93|fixture
94|fixture
95|fixture
